,Counter,Date,User,Comment
2225,2226,"June 18, 2007 5:44AM","
thenebean ","honda n't company . nissan good work 've gone dealer maintenance repair . worked nissan dealer 2 year saw happen time . service dept . would go bat nissan get thing fixed , even warranty , loyal , nissan would allow thing covered warranty certain situations.just wanted point ... -thene"
2226,2227,"June 18, 2007 5:50AM","
csandste ","'' hyundai seems hodgepodge borrowed element honda , old toyota toyota , lexus ' . `` go show 's little ingenuity left mid-sized car . next-gen honda look awful lot like gen. hyundai bit kia kia , kia . thrown . 'm particularly enamored new toyota toyota 's much better looking car last gen. car real strange looking c-pillar heavy rear . think hyundai far better looking car , although le distinctive previous ."
2227,2228,"June 18, 2007 5:53AM","
ilikecars23 ","ford look stealthy black grill , nice . however ford taken step futher maybe offered smoked head tail light match ."
2228,2229,"June 18, 2007 6:01AM","
ilikecars23 ","'' hyundai seems hodgepodge borrowed element honda , old toyota toyota , lexus ' . `` hyundai colaboration many vehicle , day age . hyundai cookie cutter design appeal mass , imo top trim car sleek sophisticated look , look like nothing else ive seen . hyundai need seriously update interior however , gauge center stack look awfully dated ."
2229,2230,"June 18, 2007 6:56AM","
urnews ","ford look stealthy black grill , nice . however ford taken step futher maybe offered smoked head tail light match.i happen like chrome ( well , 's plastic actually ) grille ford . , think 1959 cadillac beautiful automobile ."
2230,2231,"June 18, 2007 7:37AM","
goodegg ","hyundai need seriously update interior however , gauge center stack look awfully dated . hyundai styling oxymoron . 've done great job mechanicals , design seem share touch german honda band ."
2231,2232,"June 18, 2007 7:49AM","
jeffyscott ","realize like chrome , n't ford like mazda ... version 6 chrome grill , body colored purchased accessory $ 100.i would like idea adding smoked headlight tailights along black chrome grill ... chrome window , . , anyway , solved issue ford 's appearance getting mazda ."
2232,2233,"June 18, 2007 8:12AM","
backy ","hyundai 's dash may least attractive lineup . think '09 mid-gen refresh 'll see something along line 's hyundai fe hyundai , i.e . much sleeker upscale . least , hyundai smart ."
2233,2234,"June 18, 2007 8:21AM","
urnews ",solved issue ford 's appearance getting mazda6.good solution . solution plainness asian model buy ford . satisfied .
2234,2235,"June 18, 2007 11:14AM","
goodegg ","yea hyundai looker , hyundai fe seems bit bloated . better looking hyundai . redo front , rework dash , fix average driver 's seat . breathe life le expected ( ? ) hyundai sales.i 'm anxious see hyundai age say , 85,000 mile . new generation car pass long term test , think 'll see hyundai road.that 's sell least . car 's coming ( hyundai , ford ) getting great initial review , everybody know happens year 5+ define car . camcords passed test ."
2235,2236,"June 18, 2007 11:21AM","
maxamillion1 ","next gen honda hyundai share look outside maybe front ? design honda always used current genereation honda . resemblance see maybe front grille . honda always long horizontal styled headlight front . even euro honda aka acura continues trend . would seem element front styling something hyundai stole honda.the rear next honda look nothing like hyundai , side definitely dont . could see someone said next honda favored bmw 5series , hyundai ? n't see . please explain ."
2236,2237,"June 18, 2007 11:33AM","
urnews ","everybody know happens year 5+ define car . camcords passed test.an excellent point , goodegg , dodge five-year reliability start first step ford , least , good start , two year without major problem recall sort.as proud ford owner , sure hope trend continues ford remain trouble free . yup , camcords enviable record , difficult , maybe , equal . least fomoco started right footing ford ."
2237,2238,"June 18, 2007 3:18PM","
w9cw ",", 5 year reliability may good test . however , personal test 10+ year normal driving condition . generally keep new car 12 15 year , three car rotate schedule . however , still '85 saab 900 4-door purchased april 1985 's still going strong , exterior interior aesthetic point-of-view , mechanically well . even carpet floor mat still excellent condition , well quarter million mile . except normal wear tear item , 's 1 clutch replacement , absolutely work engine 5-speed manual transmission . leak drop oil , n't use 3k change . others , `` mileage `` certainly may vary , rugged reliable machine 22 year ."
2238,2239,"June 18, 2007 4:23PM","
goodegg ",could see someone said next honda favored bmw 5seriesi n't see . actually see kind catera/grandam rear scion front.it look like cagrasci .
2239,2240,"June 18, 2007 4:32PM","
dudleyr ",definately favor 5 series .
2240,2241,"June 18, 2007 4:59PM","
thegraduate ","see scion front , especially coupe . n't see grand though ."
2241,2242,"June 18, 2007 5:22PM","
thegraduate ","midsize sedan buddy know , got hit last week 1996 honda . well , little gremlin reared ugly head since wreck car . driving work daily , realized interior light stopped working conjunction headlight ( gauge lit , a/c control , clock n't get dimmer , etc ... ) two evening ago , realized taillight illuminating either . brakelights still work , , thing working `` light-wise `` high-beams , driver side low-beam , blinker . parking light driver 's side decided quit working , well.my estimate repair $ 1,200 , way . n't high low - driver caused accident insurance , footing bill ."
2242,2243,"June 18, 2007 6:02PM","
ilikecars23 ",see strong hint 5 series
2243,2244,"June 18, 2007 6:51PM","
goodegg ",see strong hint 5 seriesi n't see bangle .
2244,2245,"June 18, 2007 7:01PM","
bhmr59 ","$ 1200 fix , seems real low priced compared ct. seems $ 600 scratch bumper . n't check lately , think hourly rate body shop work $ 65 hour , plus part , paint ( much expensive house paint ) `` hazardous waste `` disposal . crumpled fender ( assuming bumper damage , light [ front rear ] alignment hood trunk usually fruns $ 1200 ct , electrical problem describe ."
2245,2246,"June 18, 2007 7:07PM","
thegraduate ","well , hood n't misaligned , bumper hood actually going `` refinished . `` slightly marred edge panel , dented really even scratched . hourly rate listed estimate $ 42 . hourly rate work dealer ( service/repairs ) $ 70 , pleased.the estimated labor charge $ 620 . rest parts/paint/disposal.you see damage , carspace page.see car picture carspace.com"
2246,2247,"June 18, 2007 7:09PM","
elroy5 ","$ 1200 fix , seems real low priced compared ct.seems pretty low anywhere . seen previous work ?"
2247,2248,"June 18, 2007 7:12PM","
thegraduate ","well , preferred body shop gmac insurance , company driver carry ( paying ) . collision center used past recently changed hand , trust longer necessarily there.my grandfather carried nissan back 2002 inspected purchase ( used , 1999 model ) . location year , `` grandmother go church owner 's mother `` kind place . large garage popular town . trust work based good word-of-mouth ."
2248,2249,"June 18, 2007 7:20PM","
elroy5 ","little advise . n't expect perfect/un-detectable repair , disappointed ."
2249,2250,"June 18, 2007 7:25PM","
thegraduate ","n't worry , n't expect perfect.this repair number three four year ( yet none deemed fault ! ) . came running freakin ' shovel road ! came run guardrail ( something lot damage ) . 've throughly pleased work done car old collision center however . paint matched pretty darn well done ( front half car painted ) . obvious certain lighting condition however ."
2250,2251,"June 18, 2007 7:49PM","
elroy5 ","repair number three four year ( yet none deemed fault ! ) . haha , know mean . old bright red truck , seemed invisible motorist , constantly pulling front , running side . : confuse :"
2251,2252,"June 18, 2007 7:54PM","
bhmr59 ","n't seen bumper cover `` refinished `` ( mean repainted ) . gouge remain visible , 'll painted . careful hood well , since n't nice paint deformed hood . said , long shop 100 % guarantee work , n't worry . car fixed properly whether cost $ 1200 $ 2,000 ( n't car totaled . )"
2252,2253,"June 18, 2007 8:30PM","
thegraduate ","nothing actually dented quarter panel , 'm getting new . shop good reputation community , 'd inclined believe n't many problem ( knocking wood type ) . everything still aligned properly . hit `` right `` panel car affected . higher bumper car , lower hood . perfectly even parking light ( see ) ."
2253,2254,"June 18, 2007 9:42PM","
zzzoom6 ",", 5 year reliability may good test . however , personal test 10+ year normal driving conditions.i 'd agree expecting 5+ year reliable service would expect buying new car , n't see could make assumption since , someone else knew , reliable 10 year old car make and/or model would necessarily reliable . first , n't know 10 year reliability date use coming decent data draw conclusion would difficult . second , every new model substantial change previous generation usually unique strength weakness sometimes impossible forsee lot time go . ten year old ford good 3 speed automatic tranny , nothing whether current gen 6 speed automatic good.third , company change . mercedes used make solid car . seem improving recent woe lately , quality probs several year . hyundai ... change extreme able year ( granted , drawing firm conclusion may still tiny bit premature ) , go show quickly company improve . understand 're saying ... manufacturer long track record consistently making automobile rank high reliability 5 year period ( think longest period reliability tracked major organization - plz correct 'm wrong ) . trend last 10 year increasing quality vast majority manufacturer point difference often le single problem five year period . great thing buying car ... part , person ford thing like ride quality , funtionality , style , whatever important without getting overly obsessed manufacturing quality . instead making `` safe `` choice compromising really , buyer midsize sedan safely make choice better reflects desire personality . 'm saying n't research , time , n't put much weight colored circle without knowing exactly colored cirles mean number actually represent ."
2254,2255,"June 19, 2007 2:55AM","
targettuning ","'' 'm anxious see hyundai age say , 85,000 mile . new generation car pass long term test , think 'll see hyundai road . `` `` 's sell least . car 's coming ( hyundai , ford ) getting great initial review , everybody know happens year 5+ define car . camcords passed test . `` based family & co-worker experience hyundai running along fine @ 85k mile many . 2000 hyundai drive work ( 100 mile round trip daily ) . currently 158,000 mile total repair aside routine item e.g . brake pads/rotors .. tire ... timing belt replacement new alternator battery 10,000 mile ago new flex joint exhaust system , original otherwise . three co-worker hyundai product keep abreast experience due interest company product . anyhow , two hyundai fe 's newer hyundai group . hyundai fe 's 100,000 mile ( 4 cylinder 2.7 v-6 ) far told trouble free.the 2004 hyundai go 80 mile day round trip currently 60,000 mile . faulty digital instrument new hyundai replaced instrument cluster aside tire 's . , believe hyundai fine mile time ."
2255,2256,"June 19, 2007 3:39AM","
shepsan1 ","ask recommendation . . . year , owned american , european japanese automobile . today , age , looking buy assuredly final car . american brand mid-size . criterion ; car luxurious comfortable , excellent performance , provide creature toyota technology bluetooth rear camera lastly , pleasing eye.i thing present infiniti m45.is american automobile meet criterion ? recommendation solicited.thank ."
2256,2257,"June 19, 2007 4:02AM","
louiswei ","let 's see ... since might final car tell definitely 60 , 70 even older.you excellent performance gadget bluetooth backup camera.you car look ( wow , wish hit age still kind passion car ) 's verdict : probably n't find vehicle fit `` excellent performance `` criterion among group car . subaru subaru mazda closest 'll get average performer neither american . recommendation check upcoming 2008 ct , look promising reasonably priced ( expect pay 3-series+ price bmw type car ) . another alternative refreshed 2008 sts . cosmetic change made exterior aggressive interior pleasant look . oh , n't forget caddy dropped new 3.6l v6 300hp ct sts ."
2257,2258,"June 19, 2007 4:22AM","
captain2 ","dumb question - would possibly even get m45 ? finest sedan . n't old . logical suggestion amoong american branded sts ( ct ) 've grown accustomed bling , caddy styling definitely love leave , lincoln lincoln better engine fulan/6 . n't think three dynamic quality , however n't believe fe saving would amount much put pencil . much ? never mind probably could n't afford anyway - m supposed great resale value ."
2258,2259,"June 19, 2007 4:58AM","
baggs32 ",subaru subaru mazda closest 'll get average performer neither american.the mazda may well american ford car compared thread though . built detroit next ford company 's badge grille controlled fmc.a mazdaspeed6 would probably better suit need built japan making lot le american .
2259,2260,"June 19, 2007 6:09AM","
shepsan1 ","responding number question , infiniti m45 best car ever owned . , time trade in.i closer eighty seventy year age american served seven year navy youth.at time , country produced every item purchased . today , seems today almost everything buy made somewhere america . watch foreign made , car foreign made , tv foreign made , even clothing foreign made . said , almost everything come somewhere else.i would like last large significent purchase american automobile final splurge cash pay salary americans.many reader may understand agree thinking , earned right think way feel strongly ."
2260,2261,"June 19, 2007 6:16AM","
Kirstie_H ","n't think 'll get much argument wish buy american - 's suggests choice correct everyone hostility heat . know , 'm hopeful help find vehicle fit criterion ! looked buick buick ?"
2261,2262,"June 19, 2007 6:18AM","
lilengineerboy ","would like last large significent purchase american automobile final splurge cash pay salary americans.gm vehicle designed built u , ford car designed built elsewhere . m45 pretty big ride , thinking along line caddy sls/sts ct ? lincoln lincoln ? mercury motego ? really n't know classify chrysler , 300c seemed make big suzuki came , hemi v8 responds well boot ."
2262,2263,"June 19, 2007 6:24AM","
imidazol97 ",'d suggest buick 3.8 optional 3.6 motor lucerne 3.8 northstar . drive see like .
2263,2264,"June 19, 2007 6:55AM","
mz6greyghost ","choice . buick mentioned possibility , may check buick lucerne well . northstar v8 version powerful , yet 's big comfortable.for chrysler ( btw , considered american ? ) , check 300c , stay away lesser version 300.as ford , '08 ford ( five-hundred ) '08 sable ( montego ) new 3.5l may alley . 'm sure 're yet , see '08 ford non-dealer plate parked apartment complex past weekend , may slowly trickling dealers.hope help ."
2264,2265,"June 19, 2007 7:01AM","
backy ","yes , '08 ford , saw advertised past weekend local paper . funny thing , like front five hundred better ."
2265,2266,"June 19, 2007 7:06AM","
mz6greyghost ","yes , '08 ford , saw advertised past weekend local paper . funny thing , like front five hundred better.not . thought five hundred styling much like everything else . like new front ford , fit well ( 's on-topic reference ) fusion.let 's hope ford market well , especially 3.5l ."
2266,2267,"June 19, 2007 7:35AM","
dudleyr ","would say lucerne better fit buick . room feature , quite nice looking . coworker lucerne northstar v-8 . fast smooth . even cooled seat - feel blowing air you.the saturn quite nice , sure feature ."
2267,2268,"June 19, 2007 7:46AM","
backy ","chrome bar look better ford ( although 'm still crazy ) . ford , think make look like chromed tempo ."
2268,2269,"June 19, 2007 8:02AM","
mz6greyghost ","saturn quite nice , sure features.aahh , completely forgot . 'd avoid xe go straight xr ."
2269,2270,"June 19, 2007 8:46AM","
baggs32 ","looking buy next car ? week , month , year ? wait little lincoln lincoln available . slated assembled chicago , starting feb. '08 , ford ford x share platform ."
2270,2271,"June 19, 2007 8:52AM","
bv050506 ","currently nice car . guess 'll cadillac mostly sexy duplicate feature m45 . buick lucerne northstar v-8 dual pipe nice big car , perhaps larger 'd like . 's said done , 'll ask `` 'd ever get rid `` `` . good luck !"
2271,2272,"June 19, 2007 8:58AM","
mz6greyghost ","'s said done , 'll ask `` 'd ever get rid `` `` .not first-gen m45 , car n't exactly setting sale record ( record , matter ) ."
2272,2273,"June 19, 2007 9:25AM","
akirby ",sure made nice taxicab ( japan ) .
2273,2274,"June 19, 2007 10:08AM","
captain2 ",statement ignorance ? taxi cab ? infiniti generally rated higher v6 v8 form corresponding german sedan le money mention cadillacs etc . need drive liken taxicab !
2274,2275,"June 19, 2007 10:11AM","
captain2 ",exactly . toyota toyota apparently 92 % american made part 100 % american labor . n't believe another american branded car say .
2275,2276,"June 19, 2007 10:42AM","
akirby ","ignorance ? think . 's well known fact japanese version original m45 used extensively taxicab japan . 2004 article : considering current iteration m45 japan year , often serving duty taxi fleet , & # 146 ; hard see m45 flop.http : //www.automotivearticles.com/123/infiniti_m45_europe_has_a_new_challenger.shtml"
2276,2277,"June 19, 2007 10:55AM","
captain2 ","think specifically said wanted put much money could `` american salary `` specific car purchase , n't ? would guess , economic impact ford far greater mexico michigan . least 6 still built mostly american made parts.our erstwhile host , btw , u going - apparently ok talk buyer motivation obviously car ok talk particular motivation reason : confuse :"
2277,2278,"June 19, 2007 10:59AM","
captain2 ","clear whether question 2005 later , car talking - first version unremarkable ( smaller ) suggest . 2005+ damn near revolutionary certainly best 'taxicab ' known mankind !"
2278,2279,"June 19, 2007 11:01AM","
Kirstie_H ","folk , original poster n't seem looking get debate make car `` american , `` want , find lot moved post buying american car - mean ?"
2279,2280,"June 19, 2007 11:15AM","
akirby ",clear post replying picture 1st gen m45 . nothing original question .
2280,2281,"June 19, 2007 11:39AM","
kdshapiro ",actually 5 series still benchmark luxury sedan category .
2281,2282,"June 19, 2007 12:26PM","
captain2 ","latest crop bmw mb rated relatively poorly recently ( ) primarily egronomic issue . considering 550 benchmark , however , probably correct far mfgr . car type strive match beat - whether really still , probably matter opinion . 'gadget freak ' friend actually like ' i-drive ' ."
2282,2283,"June 19, 2007 1:48PM","
andres3 ","like mechanic say , `` pay little , lot later `` . serveral given great example atrociously negligent careless maintenance ruin vehicle . 'however , getting transmission fluid changed 15k interval ( 30k interval honda ) n't help either faulty automatic transmission . fact , probably hurt , died 60 thousand mile , due 's 3rd 4th change , honda tranny started fail 42k , 12k first auto tranny fluid change . lot problem design , engineering , build quality issue , maintenance . mean , cause head gasket go 40k mile ? 's `` virtually brand new `` condition honda.the company tell `` tough luck `` 's like say `` tough luck `` fired laid due downsizing ."
2283,2284,"June 19, 2007 1:56PM","
andres3 ","warranty reason . honda 's tranny failure different nature happened early vehicle life lot case prompted extend warranty . 's honda transmission replaced . dodge 's trannies n't last significantly longer honda 's transmission , assure ! honda definitely warranty , 42,000 mile problem surfaced . 3 year 36k powertrain warranty back . stepped right fix . ? embarrassment , character , integrity , honesty , sense fairness , wanting remain customer ; forward thinking ! dodge 's auto tranny problem early failure , happened numerous case , thing honda . different response.honda : 'll fix , 'll extend warranty , 'll cover you.dodge : part break , car break , tough luck !"
2284,2285,"June 19, 2007 2:02PM","
jiamin ",co-worker told heard germany lot taxi use mb car . unreliable taxi driver refused use mb driver would lose business car often quits ...
2285,2286,"June 19, 2007 2:07PM","
elroy5 ","however , getting transmission fluid changed 15k interval ( 30k interval honda ) n't help either faulty automatic transmission . fact , probably hurt , unless transmission power flushed , n't think `` hurt `` . lot problem design , engineering , build quality issue , maintenance.i agree failure happen , matter . n't add `` lack maintenance `` reason could fail though ."
2286,2287,"June 19, 2007 2:11PM","
captain2 ","place saw whole lot mb cab - hong kong . n't know 've changed reliability issue , might think would better plain vanilla antiquated crown vics . far east cab driving would job aspires !"
2287,2288,"June 19, 2007 2:22PM","
jd10013 ","right , plenty car fail bad design , engineering build quality . usually , type problem show well warranty expires . rate , happen . point newer , properly maintained , last damn near forever . people said , difference best car , worst ; narrowed significantly . mean , cause head gasket go 40k mile ? 's `` virtually brand new `` condition honda . engine running hot often time damage head gasket ."
2288,2289,"June 19, 2007 2:46PM","
andres3 ",engine running hot often time damage head gasket . reason engine running hot low coolant head gasket leaking coolant ? ... chicken egg ?
2289,2290,"June 19, 2007 4:51PM","
neteng101 ",bmw get apple redo idrive ... rest industry huge trouble .
2290,2291,"June 19, 2007 6:04PM","
baggs32 ","dodge 's auto tranny problem early failure , happened numerous case , thing honda . different response . honda : 'll fix , 'll extend warranty , 'll cover . dodge : part break , car break , tough luck ! 'm pretty sure honda 's transmission failure looked nhtsa though , simply nature failure . thing honda seems well avoid recall taking action recall issued . think transmission issue perfect example that.iirc honda failure honda model induced wheel lock regardless speed travelling . 's safe 're highway . : surprise : nhtsa deemed vehicle safe enough honda could get away extended warranty rather recall problem . n't believe honda company help . best interest mind , tranny situation others well , profitable business bank.i knew three '97 '98 honda owner bought shortly bought '96 problem driver 's side window exhaust system . part failed like clockwork . rather interesting able predict problem see shrug like crazy . known issue forum regular n't honda step ? sell many honda n't mid-sized vehicle stepped ?"
2291,2292,"June 19, 2007 7:12PM","
thegraduate ",iirc honda failure honda model induced wheel lock regardless speed travelling at.not sure . always heard trannies defaulted second gear .
2292,2293,"June 19, 2007 9:58PM","
zzzoom6 ",spy shot honda interior
2293,2294,"June 19, 2007 10:11PM","
zzzoom6 ",6 speed ? drool ...
2294,2295,"June 20, 2007 3:11AM","
neteng101 ","sure . always heard trannies defaulted second gear.drops 2nd gear total disengagement ( ie . power , wheel lock either ) .http : //cl.acurazine.com/forums/showthread.php ? t=98260i something similar happened old ford ford - 's got rid ... sure transmission something engine/fuel delivery , n't totally terminal case . total loss power accelerating speed ( would happen time , never stop ) , like power dip zero , 2-3 second come back , disconcerting rather dangerous ( since 're typically accelerating need ) ."
2295,2296,"June 20, 2007 4:53AM","
kdshapiro ","ok. know off-topic seen edmunds said 535 ? read commentary , rate poorly , fact quite opposite . referring anything else , 5 series eating competition sale . whatever said 5 series , hapless consumer n't give hoot.i happen like i-drive . learned navigate 15 second 50 mph . : shade"
2296,2297,"June 20, 2007 5:25AM","
baggs32 ","drop 2nd gear total disengagement ( ie . power , wheel lock either ) . may going recall notice long time ago researched issue . recall story honda thread wheel locking highway well grain salt course . recall summarymake / model : model/build year : acura / 3.2cl 2001-2003 acura / 3.2tl 2000-2004 acura / acura 2001-2002 honda / honda 2003-2004 honda / honda 2002-2004 honda / honda honda 2003-2004recall number : 04v176000 summary : mini van , sport utility passenger vehicle , certain operating condition result heat build-up countershaft secondary shaft second gear automatic transmission , eventually leading gear tooth chipping gear breakage . consequence : gear failure could result transmission lockup , could result crash . remedy : vehicle 15,000 mile le , dealer update transmission simple revision oil cooler return line increase lubrication second gear . vehicle 15,000 mile , dealer inspect transmission identify gear already experienced discoloration due overheating . discoloration exists , transmission replaced discoloration present , dealer perform revision oil cooler return line . recall began april 21 , 2004 , honda honda , honda , acura owner . owner honda vehicle start receiving letter june 28 , 2004 , june 29 , 2004 , owner tl cl vehicle . owner contact honda 1-800-999-1009 acura 1-800-382-2238 . 's complaint related recall . call `` good `` ? make : honda model : honda year : 2003 complaint number : 10143399 summary : recall notice received honda . took car honda said would inspect transmission . inspection said damage said installed supplemental cooling jet . 9 month later middle intersection transmission failed . honda replaced transmission rebuilt cover labor cost verify rebuilt transmission better design original failed . recall id # 04v176000 . honda case # n012005-09-2200467 . * nm resulted injury . nhtsa 's site search complaint 2003 honda accord.make : honda model : honda year : 2003 complaint number : 10149685 summary : transmission failure resulting lockup immediate , unexpected stop . * nm know mfrs issue please stop believing honda squeaky clean company save u . level service receive boil dealer imo.are done yet . anyone still doubt ?"
2297,2298,"June 20, 2007 7:46AM","
kdshapiro ","'' done yet . anyone still doubt ? `` quite . million million car sold honda , way 100 % satisfaction achieved . manufacturer 100 % satisfaction , always find consumer think wronged way.i 'm opinion honda generally stand 's product , 've seen past . item four year old , complaint registered year , think fair deal side , considering vehicle four year old . least , unlike similiar ford issue , honda say : `` nothing `` ."
2298,2299,"June 20, 2007 8:04AM","
zzzoom6 ","well look like someone removed picture interior ... search temple vtec see picture . look pretty decent , though comparing honda . personally think 's bit better ... least dash n't parking lot . like design door ... generic good flow though somewhat complex yet simple . steering wheel gotten kinda , like . hope drive well !"
2299,2300,"June 20, 2007 8:35AM","
baggs32 ",ford dealer n't say . ford sell lot vehicle honda lot dealer . obviously going hear complaint ford think dealer satisfaction survey show ford dealer better . mfrs pay repair warranty pursued right way right people . 's great dealer come . mfrs extend warranty common problem like honda honda ford ford example . misleading someone read thread looking advise might led believe honda fix anything time life car buy . 's plain false . 's case case 's mfr .
2300,2301,"June 20, 2007 8:46AM","
baggs32 ","'s link pic interior . get two following link update june 15th . look like inside acura acura fewer button good thing . however , button honda still similar shape size take eye road . climate audio control wheel like ford ? would help button issue least.i think asked 6-speed zzzoom6 ? 's according tov apparently i4 . still 5 gear engine . 'd guess v6 still 6 gear though ."
2301,2302,"June 20, 2007 8:54AM","
andres3 ",second gear good default gear going 75 ! lol ... induce `` got rear ended `` type feel .
2302,2303,"June 20, 2007 9:01AM","
andres3 ","furthermore , believe people might try advantage recall claiming `` fault `` accident really caused `` mechanical glitch . `` overwhelming reason motivation blame accident something else driver error.either way .... jet installed around 32k , tranny still failed 42k , paid brand new tranny labor , rental , 2 day . honda dealer hooked rental quickly . american honda hooked new tranny paying labor , extending warranty cover . honda representative decision , independent dealer . dealer may put good word ... ultimately dealer 's decision.what strange told tranny looked good new inspection .... yet failed 10k mile later . feeling recall decision put jet knowingly done might work 90 % car problem . knew 10 % would need complete replacement later . thats cheaper replacing 100 % begin ."
2303,2304,"June 20, 2007 9:06AM","
pat ",removed picture posted 2354 - 's !
2304,2305,"June 20, 2007 9:18AM","
andres3 ","case case basis , however , honda well known stand behind product , domestic well known that.recent situation similar honda ' tranny failure friend ... landrover . tranny died right warranty , thing lemon , dealer many many time . well , 50k hit , said bad sad , appealed , wrote letter , everything could right , landrover 's response might well said `` n't repeat business iota ! ``"
2305,2306,"June 20, 2007 9:26AM","
baggs32 ","honda representative decision , independent dealer . dealer may put good word ... ultimately dealer 's decision . right . like said , start good dealer . wrote letter honda called problem would refer dealer first . 's like go around spending money people 's problem nice ."
2306,2307,"June 20, 2007 9:37AM","
baggs32 ","case case basis , however , honda well known stand behind product , domestic well known that.i think reading many honda forum . : p widely known honda stand product mfrs data support statement know . dodge paid two transmission sister needed replaced caravan warranty . mfr know stand vehicle ? 's `` case case `` like 've stated better procedure ?"
2307,2308,"June 20, 2007 9:51AM","
andres3 ","know dodge 's `` part break `` policy , first hand ! told . thing dodge ever paid new battery , car damaged battery , dodge dealer service car !"
2308,2309,"June 20, 2007 10:11AM","
andres3 ","might right ... got nasty serious honda 's [ non-permissible content removed ] earlier ownership period could n't get window molding trim window sill fixed right . kept rippling heat/sun/water weather since exterior trim/molding piece , unserious.however , 4 dealer visit put notice going buy car back lemon law ( requires 4 visit minor problem ) n't get right get right soon . anyway , stalling delaying ( claming part backordered ) quickly ceased , american honda told 400 stock . problem fixed immediately ."
2309,2310,"June 20, 2007 11:44AM","
kdshapiro ","misleading someone read thread looking advise might led believe honda fix anything time life car buy . 's plain false.but n't think 's misleading say imo , honda honda dealer generally stand 's product try right thing customer . ford dealer extremely nice , rated highly . n't rate highly ford support car , inablility stand product even known issue ."
2310,2311,"June 20, 2007 2:23PM","
elroy5 ","talk dealer service department thinking . driving honda 16 year , far 'm concerned , local dealer n't need service department . even service department ? n't say sure . time go local honda dealer pick maintenance item , check new model . honda , . owned another brand , would concerned ."
2311,2312,"June 20, 2007 7:26PM","
lilengineerboy ","talk dealer service department thinking . driving honda 16 year , far 'm concerned , local dealer n't need service department . even service department ? n't say sure . time go local honda dealer pick maintenance item , check new model . honda , . owned another brand , would concerned.well lucky , 10 year local honda dealer could n't fix rear handle would open reliably , took 2 try replace power window motor , took multiple visit get ac repaired . luckily warranty visit initially ."
2312,2313,"June 20, 2007 8:58PM","
zzzoom6 ","heard funny story yesterday honda honda got stolen twice day incredibly caught thief ! funnier thing first honda thief drew attention racing another honda got away , running plate , stolen car ! ! honda stolen twice daynever thought much two honda , broken . subie never got touched , even left open home depot ( good moment : confuse : ) . appears honda along toyota toyota among stolen , though year model pretty old . remember left key honda , amazed easily aaa person able unlock . given many car road , would imagine poplular car would likely get stolen . unless thief something really dumb draw attention , would harder track stolen honda toyota toyota since everywhere . anyway , thought ..."
2313,2314,"June 21, 2007 3:48AM","
mz6greyghost ","may may concern potential car buyer often particular model stolen , know insurance company keep close eye type list . excuse raise premium ..."
2314,2315,"June 21, 2007 6:03AM","
baggs32 ","talk dealer service department thinking . driving honda 16 year , far 'm concerned , local dealer n't need service department . even service department ? friend worked service mgr honda , ford , lincoln/mercury , dodge , kia dealer . claim honda service dept . every bit busy others . oil change either know 's thinking . btw , service mgrs make pretty darn good money n't feel bad yell . : p"
2315,2316,"June 21, 2007 6:25AM","
akirby ",excuse raise premium ... higher percentage vehicle stolen ( thus resulting insurance claim ) vehicle b n't make sense vehicle would higher premium ? saying everything use increase premium make sense think definitely .
2316,2317,"June 21, 2007 7:46AM","
baggs32 ","n't think 's misleading say imo , honda honda dealer generally stand 's product try right thing customers.i agree , often stated blanket fact . might fact someone better experience mfr mfr used form opinion thus stated way . honda certain reputation mfrs . based rep n't assume everything always peachy dealing former , everything nightmare dealing latter mfrs . feel everyone right buy best vehicle . make happy . stating opinion fact could sway someone `` wrong `` way making think 'll happy product fact product a-f i-z fit bill . depending definition happiness course ."
2317,2318,"June 21, 2007 8:19AM","
thenebean ","yeah - happiness begin `` `` world ... nissan nissan , nissan , nissan gtr ... ( guess would begin `` `` ... ) infiniti g35 , infiniti infiniti , infiniti m45 ... -thene"
2318,2319,"June 21, 2007 8:50AM","
andres3 ",think maybe honda service department need multiple attempt fix problem get little experience fixing problem honda !
2319,2320,"June 21, 2007 8:53AM","
andres3 ",instead vehicle increase premium .... vehicle b ( stolen le ) decrease premium . novel idea .. wonder greedy insurance company n't thought ! : p
2320,2321,"June 21, 2007 8:55AM","
kdshapiro ","ok. let say way . manufacturer please 100 % 's customer 100 % time . certain case , others , manufacturer right thing . manufacturer right thing 100 % time , however.opinions fact true ."
2321,2322,"June 21, 2007 9:04AM","
lilengineerboy ","actually think , recently 2x oil leak go third time ( first time catastrophic failure counterbalance seal , second time seal n't seat service first time , still leaking think dipstick tube mount crankcase ) .i 'm complaining repair self , car old 140k , seems shot get right.the first dealer generally regarded incompetent ( n't tighten drain plug another vehicle oil change , etc ) , supposed good ."
2322,2323,"June 21, 2007 9:10AM","
akirby ",increase decrease meaningless without starting point.the whole premise insurance company for-profit problem since every dollar get paying dollar profit bottom line . think insurance non-profit excess fund go back insured someone 's pocket.but reasonable difference premium based probability theft .
2323,2324,"June 21, 2007 9:48AM","
baggs32 ","opinion fact true . opinion never fact . might opinion coincides fact still need fact back up.no manufacturer please 100 % 's customer 100 % time . certain case , others , manufacturer right thing . manufacturer right thing 100 % time , however . see difference saying specific mfr better others . especially absolutely factual evidence ? published factual data honda better ford vice nissan least statistic based guide help u along ."
